2.000000	192.533790	4.615037	5.834244	9.304871	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1623562171.775934	0.000000
2.000000	176.100669	0.186995	-2.363617	-0.721801	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1623562171.775934	0.000000
3.000000	-1.817591	0.751720	10.153828	1.739053	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1623562171.789975	0.000000
3.000000	68.604725	8.407295	12.932574	9.136576	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1623562171.789975	0.000000
4.000000	-104.189873	-0.059838	-1.103270	-4.701054	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1623562171.790690	0.000000
4.000000	-74.313682	1.406202	3.249973	0.400169	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1623562171.790690	0.000000
5.000000	-94.402555	6.099777	14.140562	12.027518	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1623562171.804221	0.000000
5.000000	54.497822	-0.729280	2.573051	4.386903	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1623562171.804221	0.000000
6.000000	-4.256006	3.859577	2.030766	3.313551	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1623562171.820121	0.000000
6.000000	198.229657	9.432028	5.516352	1.817591	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1623562171.820121	0.000000
7.000000	120.445348	5.415375	6.226933	7.520939	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1623562171.820710	0.000000
7.000000	170.991966	-2.636629	2.004586	-1.552058	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1623562171.820710	0.000000
8.000000	3.601524	4.300885	3.724940	8.085664	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1623562171.834471	0.000000
